Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results
classic chai tea latte,Commercial,40,"0.56,0.56,1.00,1.00,0.56,0.56,0.56,0.21,0.21,0.21,0.21,0.76",28,0.21,0.87,10800000
does chai tea cause diarrhea,Informational,40,"0.17,0.17,0.27,0.27,1.00,0.17,1.00,0.17,0.17,0.17,1.00,1.00",27,0.00,0.00,82
does chai tea have less caffeine than coffee,Informational,40,"0.22,0.22,0.22,0.55,0.22,0.55,0.22,1.00,0.55,0.77,0.77,0.44",19,0.00,0.00,5690000
dove chai tea,"Informational, Transactional",40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18",20,0.00,0.84,834000
dunkin' donuts chai tea,Informational,40,"0.60,1.00,0.80,0.40,0.20,1.00,0.80,0.60,0.20,0.20,0.40,0.20",22,0.00,0.00,1610000
gingerbread chai tea starbucks,Informational,40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18",16,0.00,0.01,81
good earth chai tea vanilla,Commercial,40,"1.00,0.40,0.80,0.80,1.00,1.00,1.00,0.40,0.40,0.40,0.40,0.40",15,0.00,0.89,95
grande chai tea latte,Informational,40,"0.80,1.00,0.40,1.00,0.60,1.00,0.80,1.00,0.80,0.60,0.40,0.40",27,0.00,0.17,3370000
great value vanilla chai black tea,"Informational, Transactional",40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",24,0.00,0.84,81
green tea chai recipe,Informational,40,"0.29,0.29,0.29,0.57,0.71,0.71,0.57,1.00,0.57,0.57,0.71,0.43",15,0.00,0.01,35000000
hasan minhaj chai tea,Commercial,40,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",26,2.18,0.21,58
honey chai turmeric vitality tea,"Informational, Transactional",40,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.64,1.00,0.11,0.11,1.00",20,0.47,0.96,86
how do you make a chai tea latte like starbucks,Informational,40,"0.12,0.27,1.00,0.70,0.70,0.70,0.70,0.70,0.70,0.00,1.00,1.00",22,0.70,0.05,4250000
how many calories in iced chai tea latte,Informational,40,"0.45,0.45,0.63,1.00,0.18,0.18,0.18,0.18,0.00,0.00,0.00,0.00",26,0.00,0.00,1820000
how many carbs in chai tea,Informational,40,"0.18,0.18,0.18,0.27,1.00,0.18,0.18,1.00,0.18,0.18,0.18,0.18",17,0.00,0.00,27700000
how much is a grande chai tea latte at starbucks,Informational,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00,0.18,1.00",28,0.44,0.05,1420000
how to make a chai tea latte with tea bags,Informational,40,"0.11,0.11,0.33,0.22,1.00,0.78,0.78,0.55,0.44,0.55,0.44,0.55",20,0.43,0.02,5050000
how to make a tazo chai tea latte,Informational,40,"0.00,0.00,0.29,0.71,1.00,1.00,0.71,0.71,1.00,0.71,0.71,0.71",21,0.00,0.01,221000
how to make chai latte with tazo chai tea,Informational,40,"0.29,0.29,0.29,0.71,1.00,1.00,0.71,0.71,1.00,0.71,0.71,0.71",25,0.00,0.01,181000
how to make chai tea with tea bags and milk,Informational,40,"0.18,0.36,0.45,0.45,1.00,0.18,0.36,0.45,0.18,0.18,0.18,0.18",28,0.00,0.00,8060000
how to make pumpkin chai tea,Informational,40,"0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",17,0.00,0.01,11100000
how to make pumpkin spice chai tea,Informational,40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",18,0.00,0.00,5860000
how to make spiced chai tea latte,Informational,40,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",21,0.00,0.14,1670000
iced chai tea latte at home,Informational,40,"0.45,1.00,1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27",27,0.00,0.60,17000000
iced chai tea latte starbucks nutrition,Informational,40,"0.45,0.27,0.27,0.36,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",25,0.00,0.00,66
iced chai tea latte starbucks price,Navigational,40,"0.71,0.41,0.56,1.00,1.00,0.27,1.00,0.12,0.12,0.00,0.27,0.12",28,0.50,0.05,89
instant chai tea mix recipe,Informational,40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18",21,0.00,0.03,7360000
instant chai tea recipe,Informational,40,"0.36,0.27,0.27,0.45,0.45,0.45,1.00,0.36,0.18,0.18,0.27,0.18",15,0.00,0.03,
is chai green tea,Informational,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00,0.18,0.18",18,0.00,0.00,85300000
is chai tea green tea,Informational,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00,0.18,0.18",17,0.00,0.00,87800000
is chai tea healthier than coffee,Informational,40,"0.43,0.43,0.57,0.71,0.57,0.71,0.29,1.00,0.71,0.71,1.00,0.29",22,0.00,0.00,27300000
is chai tea high in oxalates,Informational,40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",16,0.00,0.00,32
kenya chai tea,Informational,40,"0.18,0.18,0.18,0.18,1.00,0.18,0.00,1.00,0.18,1.00,1.00,0.18",21,0.00,0.73,3230000
kolkata chai tea,"Navigational, Commercial",40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18",26,0.51,1.00,5480000
loose leaf chai tea near me,Transactional,40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18",19,1.03,0.82,4590000
make your own chai tea concentrate,Informational,40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",25,0.00,0.57,2160000
members selection chai tea latte,Informational,40,"0.00,0.00,0.11,0.11,1.00,0.82,0.11,0.11,0.11,0.11,0.11,0.11",15,0.00,1.00,58
mystic chai tea walmart,"Navigational, Transactional",40,"0.82,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",28,0.00,1.00,31
nespresso vertuo chai tea pods,"Informational, Commercial",40,"0.17,0.17,0.17,0.17,0.17,1.00,1.00,1.00,0.17,0.17,0.17,0.17",28,0.23,0.91,54
nordstrom chai tea,Informational,40,"0.71,0.71,1.00,0.71,0.71,0.00,0.00,0.71,0.71,0.71,0.71,0.71",25,0.00,0.99,66
oregon chai sugar free chai tea latte,"Informational, Transactional",40,"0.18,0.18,0.18,1.00,0.18,0.18,0.00,0.18,0.27,1.00,0.18,0.18",16,0.23,1.00,169000
oregon chai tea walmart,"Navigational, Transactional",40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",28,0.07,1.00,82
peppermint chai tea latte starbucks,Informational,40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18",22,0.00,0.00,411000
primal kitchen chai tea,Informational,40,"0.18,0.18,0.45,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",19,0.48,1.00,115000
quick tea chai,Transactional,40,"0.17,0.17,0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17",29,0.41,1.00,19500000
recipe chai tea mix,Informational,40,"0.64,0.27,0.18,0.36,0.18,0.00,1.00,0.64,0.36,0.00,0.00,0.00",20,0.14,0.05,20400000
skinny chai tea latte recipe,Informational,40,"0.20,0.20,0.20,1.00,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20",17,0.00,0.27,211000
small chai tea latte calories,Informational,40,"0.17,0.17,0.17,0.17,1.00,0.17,0.17,1.00,0.17,0.17,0.17,0.17",17,0.00,0.00,1040000
spiced chai tea cake recipe,Informational,40,"0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18",28,0.00,0.00,9510000
starbucks chai tea concentrate recipe,Informational,40,"0.37,0.37,0.44,1.00,0.17,0.17,0.27,0.17,0.17,0.17,0.17,0.17",21,0.00,0.00,694000
starbucks chai tea k cups,Transactional,40,"0.36,0.36,0.18,0.18,0.18,1.00,1.00,0.45,0.18,0.18,0.18,0.18",24,0.34,0.84,1800000
starbucks chai tea keurig cups,Commercial,40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.36,0.18,0.18,0.18,0.18",19,0.34,0.84,96
starbucks chai tea latte recipe card,Informational,40,"0.45,0.45,0.45,1.00,0.45,0.18,0.18,0.18,0.18,0.18,0.18,0.18",25,0.00,0.05,702000
starbucks gingerbread chai tea,Informational,40,"0.17,0.17,0.17,0.17,0.17,1.00,1.00,1.00,0.17,0.17,0.17,0.17",26,0.00,0.14,246000
starbucks hot chai tea latte recipe,Informational,40,"0.27,0.41,0.27,0.56,0.56,0.71,0.71,1.00,0.71,0.56,0.27,0.27",24,0.00,0.00,5110000
target chai tea,"Informational, Transactional",40,"0.44,0.44,0.44,0.55,1.00,0.11,1.00,0.55,0.00,0.44,0.00,0.00",28,0.00,1.00,3020000
tazo chai tea near me,Transactional,40,"0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",24,0.00,0.86,65
tazo chai tea nutritional info,Informational,40,"0.29,0.71,1.00,0.71,0.71,0.71,0.57,0.71,1.00,0.43,0.29,0.29",17,0.00,0.35,318000
tazo iced chai tea,"Informational, Transactional",40,"0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",29,0.00,0.92,245000
tazo vanilla chai tea,"Informational, Transactional",40,"0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,1.00,0.17,0.17,0.17",27,0.17,0.97,235000
thai vs chai tea,"Informational, Commercial",40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18",27,0.00,0.00,83
tim hortons chai tea,Commercial,40,"0.22,0.22,0.22,0.78,0.22,1.00,0.78,0.56,0.44,0.44,0.56,0.78",22,0.19,0.62,80
turkish chai tea,Commercial,40,"0.17,0.17,0.17,0.17,1.00,0.27,1.00,1.00,0.17,0.17,0.17,0.27",23,0.00,0.82,7850000
twinings chai tea spiced apple,Commercial,40,"0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",20,0.27,0.83,43600
twinings spiced apple chai tea,Commercial,40,"0.17,0.17,0.17,1.00,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17",20,0.27,0.83,
vanilla chai tea cupcakes,Informational,40,"0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",27,0.00,0.01,1460000
what is dirty chai tea latte,Informational,40,"0.17,0.17,0.17,1.00,0.44,0.17,0.17,0.17,0.17,1.00,1.00,1.00",22,0.00,0.01,3350000
what kind of chai tea does starbucks use,Informational,40,"0.42,0.42,0.70,1.00,0.70,0.27,0.70,0.70,0.70,0.70,0.70,0.00",24,0.00,0.00,85
yogi honey chai turmeric vitality tea reviews,Commercial,40,"0.18,0.18,0.18,0.18,0.45,0.36,1.00,1.00,0.18,0.36,0.18,0.18",23,0.00,0.56,49
yogi tea barista chai classic,Informational,40,"0.11,0.52,0.11,1.00,0.11,0.52,0.11,0.11,0.11,0.11,0.05,0.11",18,0.00,0.00,80
yogi tea turmeric chai,"Informational, Transactional",40,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00",17,0.24,0.77,93
7 brew chai tea,Informational,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",28,0.00,0.01,59
afghanistan chai tea,Informational,30,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",18,0.00,0.69,505000
almond milk chai tea latte recipe,Informational,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18",19,0.00,0.00,3780000
atkins chai tea protein shake,"Navigational, Transactional",30,"0.28,0.28,1.00,0.70,0.28,0.28,0.28,0.42,0.28,0.28,0.70,0.28",20,0.27,1.00,31200
benefits of chai tea vs green tea,"Informational, Commercial",30,"1.00,0.59,0.38,0.79,0.38,0.38,0.38,0.38,0.38,0.38,0.59,0.38",28,0.00,0.00,36500000
benner chai black tea caffeine content,Informational,30,"1.00,0.28,0.57,0.57,0.71,0.28,0.28,0.28,0.28,0.28,0.28,0.28",20,0.00,0.02,26
best chai tea latte machine,Commercial,30,"1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",16,0.39,1.00,2940000
best chai tea latte maker,Commercial,30,"1.00,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21",20,0.35,0.79,1090000
bigelow vanilla chai tea bags,"Informational, Transactional",30,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17",17,0.00,1.00,92800
bolthouse chai vanilla tea,Transactional,30,"0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.64,0.00",22,0.58,0.98,59300
calories in indian chai tea,Informational,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18",27,0.00,0.00,1770000
can kids have chai tea,Informational,30,"0.33,0.00,0.77,1.00,0.77,0.77,0.00,0.00,0.00,0.00,0.00,0.00",18,0.00,0.00,42800000
chai iced tea recipe,Informational,30,"0.57,0.42,1.00,0.71,0.57,0.28,0.28,0.28,0.28,0.28,0.57,0.71",19,0.00,0.01,18400000
chai spice tea bags,Transactional,30,"0.00,0.00,0.00,0.00,0.36,0.21,1.00,0.36,0.49,0.00,0.13,0.00",15,0.89,1.00,3500000
chai tea bag caffeine,Informational,30,"0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",20,0.00,0.35,4300000
chai tea bag starbucks,"Informational, Transactional",30,"1.00,0.00,0.36,0.09,0.00,0.18,0.00,0.27,0.00,0.00,0.00,0.00",20,0.26,0.90,2270000
chai tea bags twinings,"Informational, Transactional",30,"0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.00",17,0.00,0.98,363000
chai tea bags walmart,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18",28,0.09,1.00,255000
chai tea coffee bean,Transactional,30,"0.50,0.50,0.50,1.00,0.50,0.50,0.75,0.75,1.00,0.75,1.00,1.00",15,0.71,0.26,15400000
chai tea compared to coffee,Informational,30,"1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",21,0.00,0.02,45900000
chai tea game,Transactional,30,"0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",27,0.00,0.00,11700000
chai tea latte concentrate recipe,Informational,30,"0.80,0.60,0.60,1.00,1.00,0.80,0.40,0.80,0.60,0.40,0.40,0.40",19,0.00,0.01,1360000
chai tea latte healthy,Informational,30,"0.75,0.25,0.50,0.75,1.00,1.00,0.50,0.75,0.75,0.75,0.75,0.75",22,0.83,1.00,11900000
chai tea latte k cups walmart,"Informational, Transactional",30,"1.00,1.00,1.00,1.00,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38",27,0.14,0.93,118000
chai tea latte starbucks syrup,Informational,30,"0.18,0.18,0.00,0.63,1.00,0.18,0.18,0.00,0.45,0.00,0.00,0.00",26,0.25,0.89,1900000
chai tea latte starbucks vegan,Informational,30,"0.36,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17",22,0.00,0.01,1400000
chai tea latte tesco,Navigational,30,"0.81,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",24,0.00,0.00,72900
chai tea latte vegan starbucks,Informational,30,"0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",21,0.00,0.01,1390000
chai tea powder costco,Informational,30,"0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",27,0.00,0.89,84
chai tea pumpkin latte,Informational,30,"0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.64,1.00",21,0.00,0.50,3990000
chai tea types,Commercial,30,"0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",17,0.00,0.13,35800000
chai vs green tea,Informational,30,"1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00",19,0.00,0.00,85800000
chai vs tea etymology,"Informational, Commercial",30,"0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",22,0.00,0.00,85
coffee bean chai tea,Transactional,30,"0.50,0.50,0.25,1.00,0.50,0.25,0.75,0.50,1.00,0.75,1.00,1.00",15,0.71,0.26,15800000
coffee chai tea latte,Informational,30,"0.00,0.00,0.00,1.00,1.00,0.76,0.00,0.00,0.00,0.00,0.76,1.00",26,1.11,0.61,21200000
does chai tea dehydrate you,Informational,30,"0.40,0.40,0.40,0.60,0.40,0.40,0.40,1.00,0.40,1.00,0.60,0.60",25,0.00,0.00,51
equal exchange chai tea,"Informational, Transactional",30,"0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",17,1.13,1.00,417000
healthy chai tea latte recipe,Informational,30,"0.18,0.18,0.18,1.00,0.27,0.18,0.27,0.36,0.36,0.36,0.36,0.27",18,0.47,0.30,10000000
herbs in chai tea,Informational,30,"1.00,0.42,0.00,0.42,0.83,1.00,0.58,1.00,0.83,0.17,1.00,0.00",24,0.51,1.00,14900000
history of chai tea,Informational,30,"0.37,0.37,0.37,0.58,0.79,0.79,0.58,0.58,0.58,0.37,1.00,0.79",27,0.33,0.00,18900000
how many calories in chai tea latte starbucks,Informational,30,"0.11,0.11,0.00,0.00,1.00,0.33,0.55,0.77,0.00,0.11,0.00,0.00",29,1.24,0.06,82
how to make an iced chai tea latte at home,Informational,30,"0.14,0.21,0.00,0.21,1.00,0.06,0.14,0.21,0.06,0.14,0.14,0.21",22,0.72,0.08,19500000
how to make chai tea with tea bag,Informational,30,"0.11,0.07,0.15,0.04,0.15,0.15,0.00,0.19,0.00,0.15,0.19,1.00",28,0.20,0.01,23600000
indian spice chai tea,Informational,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18",26,0.58,1.00,7030000
nespresso chai tea capsules,Commercial,30,"0.00,0.21,0.56,0.76,0.76,1.00,0.00,0.00,0.56,0.00,0.00,0.00",25,0.40,1.00,98
oregan chai tea,Commercial,30,"0.58,0.42,0.58,0.58,0.70,1.00,0.70,1.00,0.00,0.00,0.00,0.00",28,0.36,1.00,1920000
pacific chai tea,Commercial,30,"0.80,0.80,1.00,1.00,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40",22,0.43,1.00,2680000
pukka chai tea,Transactional,30,"0.27,0.42,0.58,0.27,0.27,0.42,1.00,0.73,0.42,0.58,0.27,0.27",15,0.24,1.00,88
pukka vanilla chai tea,"Informational, Transactional",30,"0.29,0.71,0.29,0.14,0.43,0.57,0.71,0.43,0.43,0.29,0.14,1.00",23,0.67,1.00,90
spiced chai black tea concentrate,Commercial,30,"0.18,0.27,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27",19,0.40,1.00,467000
starbucks recipe for chai tea latte,Informational,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",24,0.44,0.00,6390000
stash tea chai spice,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18",27,0.46,0.97,228000
tazo organic chai tea concentrate,"Informational, Transactional",30,"0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00",26,0.93,1.00,60800
tazo organic chai tea latte concentrate,"Informational, Transactional",30,"0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00",26,0.93,1.00,50000
tea india chai,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18",18,0.39,1.00,26700000
what is the best chai tea,Commercial,30,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",23,0.44,0.96,119000000
who makes the best chai tea,Commercial,30,"0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",23,0.14,1.00,53700000
whole foods chai tea latte,Navigational,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18",21,1.40,1.00,2160000
